,width,N,R,Run,AgentId,Capacity,Conquered,Land Owned,Scaling A,Scaling B
2107,15,10,30,0,7,71,"[(11, 10), (11, 10), (11, 10), (11, 10), (12, 11), (11, 10), (11, 10), (12, 11), (12, 11), (11, 10), (12, 11), (11, 10), (12, 13), (14, 10), (0, 13), (3, 10), (5, 10), (4, 10), (3, 11), (4, 13), (4, 13), (4, 11), (3, 12), (2, 13), (3, 12), (5, 12), (5, 12), (3, 12), (7, 11), (6, 12), (5, 12), (5, 12), (6, 12), (6, 12), (5, 12), (6, 12), (5, 12), (3, 11), (5, 10), (5, 10), (4, 11)]","[(11, 10), (11, 11), (12, 8), (13, 8), (14, 8), (14, 9), (14, 10), (0, 9), (0, 12), (14, 11), (0, 11), (0, 10), (1, 9), (2, 9), (1, 10), (2, 10), (4, 9), (1, 10)]",3,190
2106,15,10,30,0,6,60,"[(11, 11), (11, 10), (11, 10), (12, 11), (12, 11), (11, 10), (12, 11), (11, 10), (11, 10), (11, 10), (12, 11), (11, 10), (10, 6), (10, 7), (10, 6), (10, 6), (11, 6), (9, 13), (9, 14), (11, 1), (10, 2), (11, 4), (10, 4), (9, 5), (10, 4), (11, 7)]","[(11, 10), (10, 9), (10, 8), (10, 7), (9, 0), (9, 1), (9, 1), (9, 5), (10, 5), (9, 6), (10, 7), (11, 7)]",2,149
2105,15,10,30,0,5,62,"[(2, 2), (1, 1), (2, 0), (4, 0), (4, 14), (6, 0), (6, 14), (2, 2), (2, 2), (0, 2), (3, 4), (5, 7), (3, 8), (3, 11), (3, 10), (4, 10), (2, 13), (6, 12), (6, 12), (5, 10), (5, 10), (6, 12), (5, 12), (4, 13), (5, 12)]","[(4, 8), (0, 3), (1, 3), (14, 14), (14, 0), (0, 14), (0, 14), (1, 14), (4, 13), (6, 13), (4, 0), (3, 0), (2, 0), (1, 1), (14, 1), (3, 2), (3, 3), (4, 7), (3, 8), (1, 10), (0, 8), (2, 11), (4, 9)]",5,192
2104,15,10,30,0,4,47,"[(10, 11), (10, 12), (12, 11), (11, 10), (11, 10), (11, 10), (10, 11), (9, 0), (10, 14), (9, 0), (7, 11), (6, 12), (7, 12), (7, 11), (7, 13), (7, 12), (7, 13), (7, 12), (7, 13), (7, 10), (10, 12), (10, 11), (11, 10)]","[(8, 12), (7, 10), (11, 10), (8, 12), (8, 13), (9, 12), (9, 13), (8, 10), (7, 10), (6, 10), (9, 11), (11, 10), (11, 12)]",2,156
2103,15,10,30,0,3,88,"[(3, 1), (8, 2), (7, 5), (7, 4), (5, 6), (6, 6), (5, 6), (5, 12), (5, 12), (5, 12), (6, 12), (7, 11), (5, 10), (6, 12), (5, 12), (7, 12), (7, 11), (8, 11), (6, 12), (6, 12), (6, 12), (7, 11), (9, 11), (8, 11), (10, 12), (10, 11), (10, 13)]","[(7, 3), (6, 2), (4, 2), (4, 1), (5, 1), (5, 14), (4, 13), (3, 13), (3, 14), (3, 0), (6, 2), (4, 4), (5, 4), (6, 5), (7, 6), (7, 7), (6, 8), (6, 9), (6, 10), (6, 9), (8, 12), (8, 13), (9, 13)]",4,154
2102,15,10,30,0,2,68,"[(2, 1), (2, 2), (2, 2), (2, 1), (2, 2), (2, 1), (2, 2), (2, 1), (2, 2), (2, 1), (2, 2), (2, 1), (2, 2), (2, 1), (2, 2), (2, 1), (3, 1), (2, 2), (2, 2), (2, 2), (2, 1), (3, 0), (2, 1), (4, 14), (3, 0), (13, 2), (13, 2), (13, 2), (13, 1), (14, 1), (13, 2), (10, 2), (11, 2), (12, 2), (10, 2), (10, 2), (9, 13), (10, 13), (9, 14), (10, 14), (10, 2), (11, 2), (10, 3), (11, 2)]","[(9, 9), (10, 9), (11, 9), (9, 11), (10, 11), (12, 10), (12, 11), (10, 12), (11, 12), (12, 12), (13, 10), (14, 10), (14, 11), (0, 11), (0, 12), (13, 13), (14, 13), (0, 13), (1, 12), (2, 12), (2, 13), (1, 14), (1, 14), (0, 0), (0, 14), (0, 14), (0, 0), (14, 1), (13, 0), (9, 0)]",2,212
2101,15,10,30,0,1,87,"[(11, 10), (11, 10), (10, 11), (9, 13), (12, 13), (12, 14), (13, 2), (1, 6), (3, 8), (3, 11), (4, 11), (5, 11), (4, 11), (5, 11), (6, 12), (5, 12), (6, 12), (4, 13), (5, 12), (6, 12), (4, 0), (5, 14), (4, 0), (4, 1), (5, 0), (6, 1), (5, 1), (12, 13), (12, 14), (13, 14), (12, 0), (10, 1), (11, 0), (12, 0), (11, 0), (12, 0), (11, 0), (10, 2), (11, 1), (10, 2), (11, 1), (12, 1)]","[(11, 10), (9, 8), (10, 8), (11, 8), (8, 9), (8, 10), (8, 11), (7, 11), (7, 12), (7, 13), (8, 13), (10, 12), (10, 13), (12, 0), (13, 0), (11, 1), (13, 1), (11, 3), (12, 3), (14, 2), (14, 3), (12, 4), (13, 4), (14, 4), (13, 5), (13, 6), (11, 4), (11, 5), (11, 6), (12, 6), (14, 6), (1, 5), (14, 7), (0, 7), (1, 7), (1, 8), (1, 9), (2, 9), (3, 9), (4, 9), (5, 9), (3, 12), (3, 13), (5, 14), (6, 14), (5, 13), (8, 12), (8, 13), (9, 12), (9, 13), (11, 0), (9, 1)]",3,202
2100,15,10,30,0,0,63,"[(11, 10), (2, 12), (2, 13), (0, 14), (14, 1), (14, 0), (0, 2), (1, 1), (0, 2), (1, 1), (1, 1), (1, 1), (0, 2), (0, 2), (12, 2), (13, 2), (13, 1), (13, 2), (12, 2), (13, 1), (12, 1), (13, 1), (13, 14), (1, 1), (12, 2), (13, 1), (3, 4)]","[(12, 14), (13, 12), (11, 12), (11, 11), (12, 9), (11, 10), (14, 11), (14, 12), (0, 12), (0, 10), (1, 10), (2, 10), (0, 9), (12, 13), (14, 1), (13, 0), (13, 0), (12, 1), (11, 0), (13, 2), (14, 2), (0, 3), (1, 3), (2, 4)]",1,154
2059,15,10,20,0,9,84,"[(12, 8), (12, 8), (12, 8), (12, 8), (11, 6), (11, 7), (10, 7), (12, 8), (13, 8), (12, 8), (12, 8), (13, 8), (12, 8), (12, 8), (12, 8), (11, 6), (12, 7), (13, 8), (13, 8), (12, 8), (12, 7), (11, 4), (11, 4), (11, 4), (12, 3), (11, 4), (11, 4), (13, 3), (12, 4), (12, 3), (11, 4), (12, 4), (12, 3), (12, 4), (11, 4), (10, 4), (11, 4), (10, 5), (8, 5)]","[(14, 13), (0, 13), (13, 14), (0, 14), (13, 0), (14, 0), (0, 0), (14, 14), (13, 13), (12, 13), (11, 12), (11, 11), (10, 10), (10, 9), (9, 6), (8, 5), (11, 2), (10, 3), (10, 3), (11, 2), (11, 2), (11, 2), (11, 2), (10, 3), (11, 2), (10, 3), (10, 3), (7, 5), (8, 5), (9, 6), (10, 5)]",6,240
2058,15,10,20,0,8,76,"[(0, 0), (14, 14), (14, 14), (13, 0), (14, 4), (0, 3), (13, 5), (1, 5), (0, 6), (1, 5), (0, 6), (1, 5), (14, 7), (0, 6), (3, 11), (3, 11), (3, 11), (3, 11), (3, 11), (3, 11), (3, 12), (3, 13), (3, 1), (2, 2), (2, 4), (3, 3)]","[(12, 11), (13, 11), (11, 12), (13, 12), (11, 13), (12, 13), (14, 14), (14, 12), (11, 14), (11, 0), (13, 1), (13, 2), (14, 1), (0, 1), (0, 2), (14, 3), (13, 3), (13, 4), (1, 2), (3, 14), (2, 13), (0, 11), (0, 10), (2, 10), (2, 11), (2, 1), (1, 3)]",6,144
2057,15,10,20,0,7,77,"[(2, 8), (2, 7), (3, 6), (4, 8), (5, 8), (6, 10), (5, 10), (6, 10), (4, 11), (4, 11), (5, 10), (4, 11), (6, 10), (2, 8), (5, 10), (3, 11), (4, 11), (3, 11), (3, 12), (5, 10), (5, 9), (5, 10), (4, 11), (5, 11), (4, 11), (3, 11), (3, 12), (3, 11), (3, 11), (3, 12), (3, 12), (3, 12), (3, 11), (3, 12), (3, 12), (3, 12), (3, 11), (2, 12), (3, 12), (3, 11), (4, 11), (5, 10), (4, 11), (3, 12), (2, 12), (3, 12), (3, 12), (3, 11)]","[(2, 7), (13, 2), (14, 2), (14, 3), (12, 4), (13, 4), (0, 3), (0, 4), (1, 4), (1, 5), (2, 4), (3, 5), (2, 7), (5, 6), (5, 7), (3, 7), (2, 7), (1, 7), (3, 8), (4, 8), (2, 10)]",2,177
2056,15,10,20,0,6,84,"[(10, 7), (11, 7), (13, 11), (12, 12), (12, 13), (10, 14), (12, 0), (12, 2), (12, 1), (12, 3), (12, 2), (12, 1), (12, 2), (12, 1), (12, 2), (12, 1), (12, 3), (12, 3), (11, 4), (12, 3), (12, 2), (13, 0), (10, 1), (12, 2), (11, 5), (11, 6), (11, 6)]","[(10, 10), (11, 10), (12, 9), (11, 8), (9, 8), (8, 8), (9, 9), (10, 9), (12, 8), (13, 9), (14, 10), (14, 11), (13, 12), (11, 11), (10, 11), (10, 12), (10, 13), (9, 12), (8, 13), (8, 14), (9, 14), (10, 14), (10, 0), (10, 0), (9, 0), (10, 14), (9, 13), (10, 12), (11, 11), (10, 10), (10, 9), (10, 8), (11, 7), (10, 6), (9, 6), (8, 5)]",1,137
2055,15,10,20,0,5,50,"[(11, 4), (11, 4), (11, 4), (10, 4), (10, 7), (9, 6), (8, 8), (7, 9), (8, 8), (6, 10), (5, 8), (5, 10), (5, 10), (6, 10), (7, 10), (6, 10), (7, 10), (6, 10), (7, 10), (6, 10), (7, 10), (7, 10), (7, 10), (7, 10), (6, 10), (7, 10), (7, 10), (7, 10), (7, 10), (4, 8)]","[(4, 2), (5, 1), (4, 1), (5, 2), (4, 3), (5, 4), (6, 4), (6, 3), (6, 2), (7, 2), (8, 2), (8, 3), (9, 4), (7, 6), (6, 6), (6, 7), (5, 7), (4, 8), (2, 7), (1, 7), (0, 8), (14, 8)]",3,161
2054,15,10,20,0,4,61,"[(9, 5), (10, 5), (12, 4), (11, 4), (11, 4), (12, 3), (13, 3), (13, 3), (12, 3), (12, 3), (12, 3), (11, 4), (12, 4), (11, 6), (11, 5), (12, 4), (11, 4), (13, 3), (12, 4), (11, 5), (12, 4), (11, 5), (11, 4), (11, 4), (11, 4), (11, 5), (11, 5), (11, 5), (11, 4), (11, 5), (12, 3), (12, 4), (11, 5), (12, 4), (11, 5), (12, 3), (12, 4), (11, 4), (11, 5), (11, 5), (12, 4), (11, 5), (11, 5), (11, 5), (11, 4), (11, 4), (12, 3), (11, 4)]","[(10, 5), (10, 3), (11, 2), (10, 3), (10, 3), (10, 3), (10, 3), (11, 2), (11, 2)]",1,184
2053,15,10,20,0,3,127,"[(13, 6), (13, 7), (4, 1), (4, 2), (3, 3), (3, 4), (1, 5), (1, 5), (1, 7), (3, 8), (4, 8), (5, 8), (4, 9), (5, 9), (4, 9), (4, 10), (8, 14), (9, 14), (11, 0), (11, 13), (11, 0), (11, 1), (10, 4), (10, 4), (10, 4), (10, 4), (9, 4), (8, 5), (7, 6), (6, 6), (7, 6), (6, 6), (6, 3), (14, 8), (0, 10), (2, 12)]","[(4, 1), (6, 1), (6, 2), (4, 3), (5, 3), (7, 2), (7, 3), (5, 4), (6, 4), (7, 5), (8, 5), (9, 5), (11, 5), (9, 6), (10, 6), (11, 6), (13, 5), (11, 7), (14, 6), (0, 7), (14, 8), (1, 7), (1, 8), (1, 9), (2, 9), (4, 9), (3, 10), (5, 10), (4, 11), (5, 11), (4, 12), (3, 12), (1, 10), (1, 12), (2, 12), (2, 13), (0, 12), (1, 14), (3, 13), (3, 14), (1, 0), (2, 0), (4, 14), (4, 0), (2, 1), (1, 1), (1, 2), (1, 3), (1, 7), (3, 7), (4, 8), (5, 12), (5, 13), (6, 13), (6, 14), (7, 14), (7, 0), (8, 0), (9, 0), (9, 1), (7, 1), (8, 1), (8, 3), (4, 5), (5, 4), (4, 3), (6, 4), (6, 3), (6, 2), (5, 1), (5, 0), (6, 0), (7, 2), (4, 1), (4, 2), (3, 2), (3, 3), (2, 4), (1, 3), (0, 4), (14, 5), (12, 7), (2, 10), (1, 11), (1, 11), (2, 10)]",2,246
2052,15,10,20,0,2,95,"[(14, 4), (13, 4), (12, 5), (13, 4), (12, 5), (13, 4), (12, 5), (12, 5), (14, 4), (12, 5), (13, 4), (12, 4), (13, 4), (12, 5), (12, 4), (12, 5), (0, 4)]","[(13, 7), (13, 6), (12, 5), (10, 1), (11, 1), (12, 1), (10, 2), (12, 2), (9, 2), (13, 2), (14, 2), (11, 2), (11, 2), (11, 2), (11, 3), (10, 3), (12, 2), (12, 4)]",1,185
2051,15,10,20,0,1,92,"[(5, 4), (7, 4), (11, 8), (11, 8), (11, 6), (12, 8), (11, 8), (14, 7), (13, 8), (12, 8), (14, 7), (14, 7), (12, 8), (13, 8), (12, 8), (13, 8), (12, 8), (13, 8), (14, 7), (13, 8), (12, 8), (4, 8), (4, 8), (5, 9), (8, 8), (2, 12), (3, 11), (3, 11), (3, 12), (3, 11), (3, 11), (4, 11), (5, 10), (3, 11), (3, 11), (3, 11), (4, 11), (6, 10), (5, 10), (3, 11), (4, 11), (5, 11), (6, 10), (4, 11), (5, 11), (6, 10), (4, 11), (5, 11), (3, 11)]","[(4, 4), (3, 2), (3, 3), (3, 4), (5, 4), (6, 4), (7, 5), (8, 5), (8, 6), (8, 7), (9, 6), (10, 6), (13, 6), (13, 7), (14, 8), (0, 8), (1, 7), (2, 7), (3, 7), (4, 7), (3, 8), (6, 8), (4, 8), (4, 9)]",2,227
2050,15,10,20,0,0,112,"[(5, 10), (5, 10), (5, 11), (12, 8), (12, 8), (11, 9), (11, 10), (10, 11), (12, 13), (11, 0), (11, 14), (10, 14), (11, 14), (13, 14), (12, 0), (12, 2), (11, 4), (11, 4), (12, 3), (12, 3), (12, 2), (12, 2), (11, 4), (12, 3), (12, 2), (12, 2), (12, 2), (12, 3), (12, 2), (12, 3), (12, 3), (11, 4), (11, 4), (12, 3), (11, 4), (11, 4), (13, 3), (12, 4)]","[(8, 12), (7, 11), (6, 10), (4, 8), (2, 6), (3, 6), (4, 6), (4, 7), (5, 8), (6, 8), (6, 9), (7, 10), (5, 12), (6, 12), (7, 12), (8, 11), (8, 10), (9, 9), (7, 7), (7, 8), (7, 9), (8, 9), (9, 11), (10, 10), (11, 11), (10, 12), (9, 13), (10, 14), (10, 12), (9, 13), (10, 14), (9, 0), (9, 0), (10, 0), (11, 2), (11, 2), (10, 3), (11, 2), (10, 3), (11, 3)]",2,201
2009,15,10,10,0,9,70,"[(2, 14), (3, 3), (4, 3), (6, 4), (6, 4), (6, 4), (5, 4), (4, 5), (4, 6), (3, 6), (0, 7), (5, 6), (5, 7), (5, 8), (5, 6), (6, 6), (5, 7), (5, 8), (5, 7), (5, 8), (5, 7), (5, 8), (4, 8), (3, 10), (3, 9), (3, 12), (3, 12), (3, 12), (3, 12), (2, 11), (3, 12), (3, 12), (2, 11), (3, 12), (3, 12), (2, 13), (2, 13), (3, 12), (2, 13), (2, 13), (2, 13), (2, 13), (3, 12), (2, 13), (2, 13), (2, 13), (2, 13), (2, 13)]","[(0, 12), (0, 13), (14, 13), (14, 14), (14, 0), (0, 0), (0, 1), (1, 1), (2, 1), (13, 0), (13, 1), (13, 2), (14, 2), (14, 3), (0, 3), (1, 3), (1, 4), (2, 4), (1, 2), (1, 5), (1, 7), (2, 7), (1, 6), (1, 10), (2, 11), (2, 11), (2, 11)]",1,207
2008,15,10,10,0,8,138,"[(14, 14), (1, 1), (0, 1), (14, 0), (13, 1), (13, 0), (13, 1), (13, 0), (14, 14), (13, 0), (14, 0), (13, 1), (0, 1), (2, 0), (2, 3), (2, 3), (2, 1), (2, 0), (2, 1), (2, 3), (1, 1), (2, 0), (2, 2), (1, 3), (5, 7)]","[(11, 2), (11, 1), (11, 14), (8, 11), (9, 11), (10, 11), (8, 12), (10, 12), (8, 13), (9, 13), (11, 12), (11, 13), (9, 14), (10, 14), (12, 13), (11, 11), (12, 11), (13, 11), (13, 12), (14, 12), (0, 0), (0, 0), (0, 0), (0, 3), (14, 4), (0, 4), (1, 5), (2, 5), (3, 5), (4, 5), (5, 5), (6, 4), (5, 3), (4, 3), (3, 2), (3, 3), (4, 2), (5, 1), (5, 0), (6, 14), (5, 14), (6, 12), (5, 11)]",1,157
2007,15,10,10,0,7,55,"[(1, 2), (12, 13), (12, 0), (12, 13), (12, 13), (10, 1), (11, 0), (10, 1), (11, 0), (11, 0), (0, 1), (1, 0), (0, 1), (1, 0), (2, 0), (2, 14), (1, 14), (1, 1), (1, 1), (0, 1), (0, 14), (11, 13), (12, 1), (13, 1), (12, 1)]","[(1, 12), (1, 2), (1, 0), (13, 14), (10, 0), (9, 14), (12, 0), (13, 14), (0, 0), (1, 14), (0, 13), (1, 14), (0, 0), (0, 0), (12, 13), (11, 12), (13, 1), (14, 1)]",1,192
5070,20,30,40,0,20,50,"[(2, 16), (2, 16), (2, 16), (2, 16), (1, 15), (0, 14), (1, 14), (0, 14), (0, 15), (0, 15), (1, 14), (0, 15), (0, 14), (0, 15), (0, 14), (0, 15), (1, 14), (0, 15), (1, 14), (1, 14), (0, 14), (1, 14), (0, 15), (1, 14), (0, 14), (0, 14), (0, 15), (0, 14), (0, 14), (1, 14), (1, 14), (1, 14), (0, 14), (1, 14), (0, 14), (1, 14), (0, 14), (0, 14), (0, 14), (1, 14), (1, 14), (1, 14), (1, 14), (0, 15), (0, 15), (0, 14), (1, 14), (1, 14)]","[(19, 13), (19, 13), (19, 13), (19, 13), (19, 13), (19, 13), (19, 13), (19, 13), (19, 13), (19, 13), (19, 13), (19, 13)]",1,207
5071,20,30,40,0,21,148,"[(0, 12), (18, 12), (1, 15), (19, 15), (1, 14), (3, 18), (6, 0), (5, 19), (4, 18), (7, 1), (6, 0), (6, 0), (6, 0), (5, 19), (4, 17), (5, 19), (2, 18), (3, 19), (3, 0), (4, 19), (3, 2), (0, 1), (2, 2), (3, 1), (3, 6), (5, 5), (4, 6), (3, 6), (4, 6)]","[(1, 11), (18, 10), (19, 10), (18, 11), (17, 12), (18, 12), (19, 13), (19, 14), (1, 15), (0, 14), (19, 13), (0, 13), (19, 13), (0, 13), (2, 16), (2, 17), (3, 17), (2, 17), (2, 16), (1, 16), (4, 16), (4, 17), (1, 19), (1, 0), (3, 2), (2, 3), (1, 3), (2, 4), (3, 4)]",1,182
5072,20,30,40,0,22,89,"[(16, 12), (18, 16), (19, 16), (18, 16), (0, 14), (0, 15), (0, 17), (19, 16), (18, 16), (0, 17), (19, 16), (19, 15), (19, 16), (0, 15), (0, 17), (19, 16), (0, 15), (0, 17), (19, 16), (19, 16), (19, 16), (1, 14), (1, 15), (1, 15), (1, 15), (1, 15), (1, 15), (1, 14), (1, 15), (1, 15), (0, 14), (0, 14), (0, 14), (0, 14), (1, 14), (1, 14), (1, 14), (1, 14), (0, 14), (0, 15), (0, 14), (1, 14), (1, 14), (1, 14), (1, 14), (0, 15), (0, 14), (1, 14), (1, 14)]","[(16, 12), (14, 10), (15, 10), (16, 10), (14, 11), (13, 11), (13, 12), (13, 13), (14, 13), (14, 14), (15, 14), (16, 14), (17, 14), (19, 13), (19, 13), (19, 14), (19, 13)]",1,201
5073,20,30,40,0,23,64,"[(5, 19), (12, 3), (14, 4), (13, 2), (14, 5), (15, 5), (14, 6), (15, 6), (15, 6), (14, 6), (15, 7), (15, 6), (16, 1), (15, 1), (14, 2), (15, 5), (14, 4), (13, 3), (11, 6), (11, 6), (11, 5), (11, 8)]","[(3, 15), (1, 16), (3, 16), (1, 17), (2, 17), (4, 16), (4, 17), (3, 18), (5, 17), (6, 17), (6, 18), (7, 18), (7, 19), (6, 0), (8, 19), (8, 0), (6, 1), (7, 1), (8, 1), (9, 19), (10, 0), (9, 1), (11, 1), (9, 2), (10, 2), (10, 3), (11, 3), (11, 3), (11, 2), (12, 1), (12, 0), (11, 19), (10, 4), (10, 5), (10, 6), (11, 5), (11, 4)]",3,149
1816,10,40,40,0,16,91,"[(7, 9), (7, 9), (8, 8), (7, 0), (7, 0), (7, 0), (7, 9), (7, 9), (7, 0), (7, 0), (7, 0), (7, 9), (7, 9), (7, 9), (7, 9), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 9), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 9), (7, 9), (7, 0), (7, 0), (7, 0), (7, 0), (7, 9), (7, 9), (7, 0), (7, 0), (7, 0), (7, 0), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (7, 0), (7, 0), (7, 0), (7, 9), (7, 9), (7, 9), (7, 9)]","[(6, 9), (6, 9), (6, 8), (6, 9), (6, 8)]",1,220
1815,10,40,40,0,15,80,"[(0, 2), (0, 2), (0, 3), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 3), (0, 2), (0, 3), (0, 3), (0, 2), (0, 2), (0, 2), (0, 2), (0, 3), (0, 3), (0, 3), (0, 2), (0, 2), (0, 2), (0, 2), (0, 3), (0, 3), (0, 3), (0, 3), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 2), (0, 2), (0, 2), (0, 2), (0, 3), (0, 3), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 3), (0, 3), (0, 3), (0, 3), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 2), (0, 2), (0, 2), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 2), (0, 2), (0, 2), (0, 2), (0, 2), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 3), (0, 2), (0, 2), (0, 2)]","[(8, 4)]",6,375
1814,10,40,40,0,14,53,"[(9, 4), (7, 4), (6, 3), (6, 3), (6, 2), (6, 1), (7, 0), (7, 0), (7, 0), (7, 0), (7, 9), (7, 0), (7, 9), (7, 0), (7, 0), (7, 9), (7, 9), (7, 9), (7, 0)]","[(6, 3), (6, 8), (6, 8), (6, 9), (6, 9), (6, 8), (6, 9), (6, 8), (6, 9), (6, 8), (6, 9), (6, 8), (6, 9)]",6,128
1813,10,40,40,0,13,74,"[(4, 2), (3, 3), (2, 3), (3, 3), (3, 3), (3, 3), (3, 3), (3, 3), (2, 3), (2, 3), (3, 3), (2, 3), (2, 3), (2, 3), (3, 3), (2, 3), (2, 3), (2, 3), (2, 3), (2, 3), (2, 3), (2, 3), (2, 3), (2, 3), (2, 3), (3, 3), (3, 3), (3, 3), (3, 3), (3, 3), (2, 3), (2, 3), (3, 3), (3, 3), (3, 3), (2, 3), (2, 3), (3, 3), (3, 3), (3, 3), (2, 3), (2, 3), (2, 3), (3, 3)]","[(2, 2), (2, 2), (1, 2), (2, 2), (1, 2), (2, 2), (1, 2), (2, 2), (1, 2), (2, 2), (1, 2)]",2,186
1812,10,40,40,0,12,117,"[(0, 5), (0, 3), (0, 2), (0, 2), (0, 2), (0, 3), (0, 2), (0, 2), (0, 2), (0, 3), (0, 3), (0, 2), (0, 2), (0, 3), (0, 3), (0, 3), (0, 3), (0, 2), (0, 2), (0, 2), (0, 2), (0, 3), (0, 3), (0, 3), (0, 3), (0, 2), (0, 2), (0, 2), (0, 3), (0, 2), (0, 2), (0, 2), (0, 2), (0, 3)]","[(0, 4), (8, 3), (9, 2), (9, 2), (9, 2), (9, 2), (9, 2), (9, 2), (9, 2), (9, 1), (9, 2), (9, 1), (9, 2), (9, 1), (9, 2), (9, 1), (9, 2), (9, 1), (9, 2), (9, 1), (9, 2), (9, 1), (9, 2), (9, 1), (9, 2)]",3,167
1811,10,40,40,0,11,113,"[(7, 4), (6, 4), (6, 5), (6, 1), (6, 3), (6, 4), (6, 5), (6, 4), (6, 5), (6, 3), (6, 4), (6, 5), (6, 5), (6, 5), (6, 3), (6, 5), (5, 3), (5, 3), (6, 2), (7, 0)]","[(6, 2), (7, 3), (6, 3), (5, 2), (5, 1), (5, 0), (6, 8), (6, 9), (6, 8), (6, 9), (6, 8), (6, 9), (6, 8), (6, 8), (6, 9), (6, 8), (6, 9), (6, 8), (6, 9), (6, 8), (6, 9), (6, 8), (6, 8), (6, 9), (6, 8), (6, 9), (6, 8), (6, 9), (6, 8), (6, 9), (6, 8), (6, 9), (6, 8), (6, 9)]",4,146
1810,10,40,40,0,10,77,"[(7, 9), (7, 9), (7, 9)]","[(9, 9), (8, 9), (6, 9), (6, 9), (6, 8), (6, 9), (6, 8), (6, 9), (6, 8), (6, 9), (6, 8), (6, 9), (6, 8), (6, 9), (6, 8), (6, 9), (6, 8), (6, 9), (6, 8), (6, 9), (6, 8), (6, 9), (6, 8), (6, 9), (6, 8), (6, 9), (6, 8), (6, 9), (6, 8), (6, 9), (6, 9), (6, 9), (6, 8)]",5,124
1809,10,40,40,0,9,96,"[(2, 4), (2, 4), (2, 3), (2, 3), (2, 3), (2, 3), (2, 3), (3, 3), (3, 3), (2, 3), (2, 3), (2, 3), (2, 3), (2, 3), (2, 3), (3, 3), (3, 3), (3, 3), (3, 3), (3, 3), (2, 3), (2, 3), (2, 3), (3, 3), (3, 3), (3, 3), (2, 3), (2, 3), (2, 3), (2, 3), (3, 3), (3, 3), (3, 3), (2, 3), (2, 3), (2, 3), (3, 3), (3, 3), (3, 3), (2, 3), (2, 3), (2, 3), (2, 3), (3, 3), (3, 3), (2, 3), (3, 3), (3, 3), (3, 3), (3, 3), (2, 3), (3, 3), (3, 3), (2, 3), (2, 3), (3, 3), (2, 3), (2, 3), (2, 3), (3, 3), (3, 3), (3, 3), (2, 3), (2, 3), (3, 3), (3, 3), (3, 3), (2, 3), (2, 3), (2, 3), (2, 3), (2, 3), (2, 3), (2, 3), (2, 3), (2, 3), (2, 3), (3, 3), (3, 3), (3, 3), (3, 3), (3, 3), (3, 3), (3, 3), (3, 3), (3, 3), (2, 3), (3, 3), (3, 3), (3, 3), (3, 3), (3, 3), (2, 3), (2, 3), (2, 3), (2, 3), (2, 3), (2, 3), (3, 3), (3, 3), (2, 3), (2, 3), (3, 3), (2, 3), (2, 3), (2, 3), (2, 3), (2, 3), (3, 3), (2, 3), (3, 3), (2, 3), (2, 3), (3, 3), (3, 3), (2, 3), (3, 3), (2, 3), (2, 3), (2, 3), (2, 3), (3, 3), (3, 3), (2, 3), (3, 3), (3, 3), (3, 3), (2, 3), (3, 3), (2, 3), (2, 3), (2, 3), (2, 3), (2, 3)]","[(9, 6), (0, 5)]",2,423
